date,year,period_in_year,revenue,profit,cash_reserves,market_share_pct,rd_investment,rd_projects_active,innovation_index,employee_count,employee_satisfaction,employee_turnover_pct,market_conditions,competitor_actions,major_events,strategic_decision_needed
1986-06-W2,12,17,4970730.67,658278.88,152791990.68,20.5,244314.05,10,100,50,95,5.25,stable,Routine competition,,NO
1986-06-W3,12,18,4948663.85,620370.18,153412360.85,20.5,248536.53,10,100,50,95,5.25,stable,Routine competition,,NO
1986-07-W1,12,19,5047107.31,668968.81,154081329.66,20.5,247433.19,10,100,50,95,5.25,stable,Routine competition,,NO
1986-07-W2,12,20,5029096.47,659315.89,154740645.55,20.5,252355.37,10,100,50,95,5.25,stable,Routine competition,,NO
1986-07-W3,12,21,4991659.99,637624.8,155378270.35,20.5,251454.82,10,100,50,95,5.25,stable,Routine competition,,NO
1986-08-W1,12,22,4838082.42,614536.94,155992807.29,20.5,249583.0,10,100,50,95,5.25,stable,Routine competition,,NO
1986-08-W2,12,23,4899956.45,599085.64,156591892.93,20.5,241904.12,10,100,50,95,5.25,stable,Routine competition,,NO
1986-08-W3,12,24,4704321.97,599137.13,157191030.05,20.5,244997.82,10,100,50,95,5.25,stable,Routine competition,,NO
1986-09-W1,12,25,4568941.48,589365.16,157780395.22,20.5,235216.1,10,100,50,95,5.25,stable,Routine competition,,NO
1986-09-W2,12,26,4345035.6,556402.89,158336798.1,20.5,228447.07,10,100,50,95,5.25,stable,Routine competition,,NO
1986-09-W3,12,27,4177280.71,536853.26,158873651.36,20.5,217251.78,10,100,50,95,5.25,stable,Routine competition,,NO
1986-10-W1,12,28,4037631.82,523341.6,159396992.96,20.5,208864.04,10,100,50,95,5.25,stable,Routine competition,,NO
1986-10-W2,12,29,3889707.98,510167.74,159907160.7,20.5,201881.59,10,100,50,95,5.25,stable,Routine competition,,NO
1986-10-W3,12,30,3737229.91,495784.41,160402945.11,20.5,194485.4,10,100,50,95,5.25,stable,Routine competition,,NO
1986-11-W1,12,31,3633317.44,467797.29,160870742.4,20.5,186861.5,10,100,50,95,5.25,stable,Routine competition,,NO
1986-11-W2,12,32,3537472.04,449491.26,161320233.66,20.5,181665.87,10,100,50,95,5.25,stable,Routine competition,,NO
1986-11-W3,12,33,3504698.51,449859.39,161770093.05,20.5,176873.6,10,100,50,95,5.25,stable,Routine competition,,NO
1986-12-W1,12,34,3460434.99,419115.13,162189208.18,20.5,175234.93,10,100,50,95,5.25,stable,Routine competition,,NO
1986-12-W2,12,35,3433102.41,457510.94,162646719.12,20.5,173021.75,10,100,50,95,5.25,stable,Routine competition,,NO
1986-12-W3,12,36,3402955.72,453461.21,163100180.33,20.5,171655.12,10,100,50,95,5.25,stable,Routine competition,,NO
1986-01-W1,13,1,3393129.62,418845.87,163519026.2,20.5,170147.79,10,100,50,95,5.25,stable,Routine competition,,NO
1987-01-W2,13,2,3514096.18,467049.99,163986076.19,20.5,169656.48,10,100,50,95,5.25,stable,Routine competition,,NO
1987-01-W3,13,3,3481968.5,441112.56,164427188.75,20.5,175704.81,10,100,50,95,5.25,stable,Routine competition,,NO
1987-02-W1,13,4,3503398.95,451509.65,164878698.4,20.5,174098.43,10,100,50,95,5.25,stable,Routine competition,,NO
1987-02-W2,13,5,3581522.99,450986.51,165329684.91,20.5,175169.95,10,100,50,95,5.25,stable,Routine competition,,NO
1987-02-W3,13,6,3663786.19,464655.23,165794340.14,20.5,179076.15,10,100,50,95,5.25,stable,Routine competition,,NO
1987-03-W1,13,7,3896691.81,481309.87,166275650.01,20.5,183189.31,10,100,50,95,5.25,stable,Routine competition,,NO
1987-03-W2,13,8,4111757.47,552264.54,166827914.55,20.5,194834.59,10,100,50,95,5.25,stable,Routine competition,,NO
1987-03-W3,13,9,4223329.26,546722.27,167374636.82,20.5,205587.87,10,100,50,95,5.25,stable,Routine competition,,NO
1987-04-W1,13,10,4443041.01,591214.14,167965850.96,20.5,211166.46,10,100,50,95,5.25,stable,Routine competition,,NO
1987-04-W2,13,11,4665461.47,613188.02,168579038.98,20.5,222152.05,10,100,50,95,5.25,stable,Routine competition,,NO
1987-04-W3,13,12,4746431.95,615258.57,169194297.55,20.5,233273.07,10,100,50,95,5.25,stable,Routine competition,,NO
1987-05-W1,13,13,4919776.96,638553.61,169832851.16,20.5,237321.6,10,100,50,95,5.25,stable,Routine competition,,NO
1987-05-W2,13,14,4998295.22,641160.58,170474011.74,20.5,245988.85,10,100,50,95,5.25,stable,Routine competition,,NO
1987-05-W3,13,15,5184398.5,671993.21,171146004.95,20.5,249914.76,10,100,50,95,5.25,stable,Routine competition,,NO
1987-06-W1,13,16,5285325.01,681633.88,171827638.83,20.5,259219.92,10,100,50,95,5.25,stable,Routine competition,,NO
1987-06-W2,13,17,5282928.66,697972.55,172525611.37,20.5,264266.25,10,100,50,95,5.25,stable,Routine competition,,NO
1987-06-W3,13,18,5452211.54,732667.21,173258278.58,20.5,264146.43,10,100,50,95,5.25,stable,Routine competition,,NO
1987-07-W1,13,19,5631865.43,728071.01,173986349.59,20.5,272610.58,10,100,50,95,5.25,stable,Routine competition,,NO
1987-07-W2,13,20,5572314.3,696971.46,174683321.05,20.5,281593.27,10,100,50,95,5.25,stable,Routine competition,,NO
1987-07-W3,13,21,5503743.64,740440.18,175423761.23,20.5,278615.72,10,100,50,95,5.25,stable,Routine competition,,NO
1987-08-W1,13,22,5484541.43,714037.12,176137798.35,20.5,275187.18,10,100,50,95,5.25,stable,Routine competition,,NO
1987-08-W2,13,23,5448302.49,699817.91,176837616.25,20.5,274227.07,10,100,50,95,5.25,stable,Routine competition,,NO
1987-08-W3,13,24,5286939.61,661122.59,177498738.84,20.5,272415.12,10,100,50,95,5.25,stable,Routine competition,,NO
1987-09-W1,13,25,5145669.68,658615.23,178157354.08,20.5,264346.98,10,100,50,95,5.25,stable,Routine competition,,NO
1987-09-W2,13,26,5011454.57,656496.06,178813850.13,20.5,257283.48,10,100,50,95,5.25,stable,Routine competition,,NO
1987-09-W3,13,27,4934400.11,636619.58,179450469.72,20.5,250572.73,10,100,50,95,5.25,stable,Routine competition,,NO
1987-10-W1,13,28,4806042.55,645684.58,180096154.3,20.5,246720.01,10,100,50,95,5.25,stable,Routine competition,,NO
1987-10-W2,13,29,4583161.55,612230.98,180708385.28,20.5,240302.13,10,100,50,95,5.25,stable,Routine competition,,NO
1987-10-W3,13,30,4453267.56,593125.02,181301510.3,20.5,229158.08,10,100,50,95,5.25,stable,Routine competition,,NO
1987-11-W1,13,31,4325779.81,565450.46,181866960.76,20.5,222663.38,10,100,50,95,5.25,stable,Routine competition,,NO
1987-11-W2,13,32,4254435.93,555887.39,182422848.15,20.5,216288.99,10,100,50,95,5.25,stable,Routine competition,,NO
1987-11-W3,13,33,4200292.83,549237.07,182972085.22,20.5,212721.8,10,100,50,95,5.25,stable,Routine competition,,NO
1987-12-W1,13,34,4149912.29,536557.87,183508643.09,20.5,210014.64,10,100,50,95,5.25,stable,Routine competition,,NO
1987-12-W2,13,35,3933251.38,489548.02,183998191.11,20.5,207495.61,10,100,50,95,5.25,stable,Routine competition,,NO
1987-12-W3,13,36,3941170.88,523156.38,184521347.49,20.5,196662.57,10,100,50,95,5.25,stable,Routine competition,,NO
1987-01-W1,14,1,3938965.71,524816.47,185046163.96,20.5,197058.54,10,100,50,95,5.25,stable,Routine competition,,NO
1988-01-W2,14,2,3952767.73,496386.13,185542550.09,20.5,196948.29,10,100,50,95,5.25,stable,Routine competition,,NO
1988-01-W3,14,3,4059470.65,530543.42,186073093.51,20.5,197638.39,10,100,50,95,5.25,stable,Routine competition,,NO
1988-02-W1,14,4,4065428.91,534798.98,186607892.49,20.5,202973.53,10,100,50,95,5.25,stable,Routine competition,,NO
1988-02-W2,14,5,4123665.52,558064.22,187165956.71,20.5,203271.45,10,100,50,95,5.25,stable,Routine competition,,NO
1988-02-W3,14,6,4180171.88,553099.58,187719056.29,20.5,206183.28,10,100,50,95,5.25,stable,Routine competition,,NO
1988-03-W1,14,7,4306627.13,547708.31,188266764.6,20.5,209008.59,10,100,50,95,5.25,stable,Routine competition,,NO
1988-03-W2,14,8,4475105.3,580281.13,188847045.73,20.5,215331.36,10,100,50,95,5.25,stable,Routine competition,,NO
1988-03-W3,14,9,4724201.41,624167.2,189471212.93,20.5,223755.27,10,100,50,95,5.25,stable,Routine competition,,NO
1988-04-W1,14,10,4886753.55,632202.12,190103415.05,20.5,236210.07,10,100,50,95,5.25,stable,Routine competition,,NO
1988-04-W2,14,11,5079850.81,677228.43,190780643.48,20.5,244337.68,10,100,50,95,5.25,stable,Routine competition,,NO
1988-04-W3,14,12,5169555.59,689247.98,191469891.46,20.5,253992.54,10,100,50,95,5.25,stable,Routine competition,,NO
1988-05-W1,14,13,5454431.53,694758.72,192164650.18,20.5,258477.78,10,100,50,95,5.25,stable,Routine competition,,NO
1988-05-W2,14,14,5542271.58,684434.91,192849085.09,20.5,272721.58,10,100,50,95,5.25,stable,Routine competition,,NO
1988-05-W3,14,15,5659014.84,770735.02,193619820.11,20.5,277113.58,10,100,50,95,5.25,stable,Routine competition,,NO
1988-06-W1,14,16,5676240.82,713006.18,194332826.29,20.5,282950.74,10,100,50,95,5.25,stable,Routine competition,,NO
1988-06-W2,14,17,5773957.22,758922.17,195091748.46,20.5,283812.04,10,100,50,95,5.25,stable,Routine competition,,NO
1988-06-W3,14,18,5789217.61,738147.8,195829896.27,20.5,288697.86,10,100,50,95,5.25,stable,Routine competition,,NO
1988-07-W1,14,19,5779726.79,739183.91,196569080.17,20.5,289460.88,10,100,50,95,5.25,stable,Routine competition,,NO
1988-07-W2,14,20,5790373.17,748379.38,197317459.55,20.5,288986.34,10,100,50,95,5.25,stable,Routine competition,,NO
1988-07-W3,14,21,5656324.16,764739.92,198082199.47,20.5,289518.66,10,100,50,95,5.25,stable,Routine competition,,NO
1988-08-W1,14,22,5563755.22,698049.46,198780248.93,20.5,282816.21,10,100,50,95,5.25,stable,Routine competition,,NO
1988-08-W2,14,23,5539038.71,722379.57,199502628.5,20.5,278187.76,10,100,50,95,5.25,stable,Routine competition,,NO
1988-08-W3,14,24,5414012.77,676019.82,200178648.31,20.5,276951.94,10,100,50,95,5.25,stable,Routine competition,,NO
1988-09-W1,14,25,5143634.24,671666.66,200850314.97,20.5,270700.64,10,100,50,95,5.25,stable,Routine competition,,NO
1988-09-W2,14,26,4908825.92,652408.05,201502723.02,20.5,257181.71,10,100,50,95,5.25,stable,Routine competition,,NO
1988-09-W3,14,27,4820692.58,625291.86,202128014.89,20.5,245441.3,10,100,50,95,5.25,stable,Routine competition,,NO
1988-10-W1,14,28,4571734.29,574541.43,202702556.32,20.5,241034.63,10,100,50,95,5.25,stable,Routine competition,,NO
1988-10-W2,14,29,4518267.7,603513.32,203306069.63,20.5,228586.71,10,100,50,95,5.25,stable,Routine competition,,NO
1988-10-W3,14,30,4347094.13,572534.03,203878603.67,20.5,225913.38,10,100,50,95,5.25,stable,Routine competition,,NO
1988-11-W1,14,31,4285028.48,577865.62,204456469.29,20.5,217354.71,10,100,50,95,5.25,stable,Routine competition,,NO
1988-11-W2,14,32,4167204.7,527000.19,204983469.48,20.5,214251.42,10,100,50,95,5.25,stable,Routine competition,,NO
1988-11-W3,14,33,4131385.68,548746.07,205532215.54,20.5,208360.24,10,100,50,95,5.25,stable,Routine competition,,NO
1988-12-W1,14,34,3999879.55,518966.36,206051181.9,20.5,206569.28,10,100,50,95,5.25,stable,Routine competition,,NO
1988-12-W2,14,35,3989274.91,529521.75,206580703.66,20.5,199993.98,10,100,50,95,5.25,stable,Routine competition,,NO
1988-12-W3,14,36,4071912.27,501655.12,207082358.78,20.5,199463.75,10,100,50,95,5.25,stable,Routine competition,,NO
1988-01-W1,15,1,3995592.58,509369.68,207591728.46,20.5,203595.61,10,100,50,95,5.25,stable,Routine competition,📊 Employee survey: Satisfaction declining. Burnout reported.,YES
1989-01-W2,15,2,3988175.35,521564.99,208113293.45,20.5,199779.63,10,100,50,94.7,5.27,stable,Routine competition,,NO
1989-01-W3,15,3,4077430.5,534174.0,208647467.44,20.5,199408.77,10,100,50,94.3,5.29,stable,Routine competition,,NO
1989-02-W1,15,4,4155065.98,522896.41,209170363.86,20.5,203871.52,10,100,50,93.9,5.3,stable,Routine competition,,NO
1989-02-W2,15,5,4053614.03,512024.55,209682388.41,20.5,207753.3,10,100,50,93.6,5.32,stable,Routine competition,,NO
1989-02-W3,15,6,4112178.98,539819.46,210222207.88,20.5,202680.7,10,100,50,93.2,5.34,stable,Routine competition,,NO
1989-03-W1,15,7,4227348.86,585605.08,210807812.95,20.5,205608.95,10,100,50,92.7,5.36,stable,Routine competition,,NO
1989-03-W2,15,8,4464738.48,603432.42,211411245.37,20.5,211367.44,10,100,50,92.2,5.39,stable,Routine competition,,NO
1989-03-W3,15,9,4595333.41,572572.52,211983817.89,20.5,223236.92,10,100,50,92.0,5.4,stable,Routine competition,,NO
1989-04-W1,15,10,4647396.18,583983.25,212567801.15,20.5,229766.67,10,100,50,91.7,5.41,stable,Routine competition,⚠️ WARNING: Turnover accelerating. Key talent interviewing elsewhere.,NO
1989-04-W2,15,11,4696975.91,606616.51,213174417.66,20.5,232369.81,10,100,50,91.3,5.44,stable,Routine competition,,NO
1989-04-W3,15,12,4675971.47,587611.81,213762029.47,20.5,234848.8,10,100,50,91.0,5.45,stable,Routine competition,,NO
1989-05-W1,15,13,4883690.2,663060.24,214425089.72,20.5,233798.57,10,100,50,90.6,5.47,stable,Routine competition,,NO
1989-05-W2,15,14,4938371.97,618178.01,215043267.73,20.5,244184.51,10,100,50,90.1,5.49,stable,Routine competition,,NO
1989-05-W3,15,15,5043389.81,695744.07,215739011.8,20.5,246918.6,10,100,50,89.7,5.51,stable,Routine competition,,NO
1989-06-W1,15,16,5074923.24,646546.86,216385558.65,20.5,252169.49,10,100,50,89.3,5.54,stable,Routine competition,,NO
1989-06-W2,15,17,5029627.8,671636.34,217057194.99,20.5,253746.16,10,100,50,89.0,5.55,stable,Routine competition,,NO
1989-06-W3,15,18,4963384.77,645829.88,217703024.87,20.5,251481.39,10,100,50,88.7,5.56,stable,Routine competition,,NO
1989-07-W1,15,19,5075051.39,657082.34,218360107.21,20.5,248169.24,10,100,50,88.9,5.55,stable,Routine competition,✅ Retention programs working. Crisis averted through P₂ focus.,NO
1989-07-W2,15,20,4896800.08,662899.16,219023006.37,20.5,253752.57,10,100,50,89.2,5.54,stable,Routine competition,,NO
1989-07-W3,15,21,4834621.26,650423.03,219673429.4,20.5,244840.0,10,100,50,89.2,5.54,stable,Routine competition,,NO
1989-08-W1,15,22,4864662.99,613143.43,220286572.83,20.5,241731.06,10,100,50,89.2,5.54,stable,Routine competition,,NO
1989-08-W2,15,23,4942182.31,648577.46,220935150.29,20.5,243233.15,10,100,50,89.3,5.54,stable,Routine competition,,NO
1989-08-W3,15,24,4620630.2,620040.01,221555190.3,20.5,247109.12,10,100,50,89.6,5.52,stable,Routine competition,,NO
1989-09-W1,15,25,4604774.66,572246.8,222127437.11,20.5,231031.51,10,100,50,89.6,5.52,stable,Routine competition,,NO
1989-09-W2,15,26,4431904.35,551332.78,222678769.89,20.5,230238.73,10,100,50,89.6,5.52,stable,Routine competition,,NO
1989-09-W3,15,27,4309667.64,540099.47,223218869.35,20.5,221595.22,10,100,50,89.6,5.52,stable,Routine competition,,NO
1989-10-W1,15,28,4261025.91,563432.63,223782301.99,20.5,215483.38,10,100,50,89.8,5.51,stable,M&A activity in sector,,NO
1989-10-W2,15,29,4217066.66,502715.14,224285017.13,20.5,213051.3,10,100,50,89.9,5.5,stable,Routine competition,,NO
1989-10-W3,15,30,4030325.35,537155.33,224822172.46,20.5,210853.33,10,100,50,89.9,5.5,stable,Routine competition,,NO
1989-11-W1,15,31,3997683.36,539409.89,225361582.35,20.5,201516.27,10,100,50,90.2,5.49,stable,Routine competition,,NO
1989-11-W2,15,32,3956658.61,528357.0,225889939.35,20.5,199884.17,10,100,50,90.2,5.49,stable,Routine competition,,NO
1989-11-W3,15,33,3872049.99,480823.41,226370762.77,20.5,197832.93,10,100,50,90.2,5.49,stable,Routine competition,,NO
1989-12-W1,15,34,3835238.74,492943.13,226863705.89,20.5,193602.5,10,100,50,90.2,5.49,stable,Routine competition,,NO
1989-12-W2,15,35,3692224.02,501627.86,227365333.75,20.5,191761.94,10,100,50,90.3,5.48,stable,Routine competition,,NO
1989-12-W3,15,36,3738969.92,496368.52,227861702.27,20.5,184611.2,10,100,50,90.5,5.47,stable,Routine competition,,NO
1989-01-W1,16,1,3704753.66,454868.74,228316571.01,20.5,186948.5,10,100,50,90.7,5.46,stable,Routine competition,,NO
1990-01-W2,16,2,3636940.77,470042.19,228786613.2,20.5,185237.68,10,100,50,90.8,5.46,stable,Routine competition,,NO
1990-01-W3,16,3,3741680.93,483700.74,229270313.93,20.5,181847.04,10,100,50,90.8,5.46,stable,Routine competition,,NO
1990-02-W1,16,4,3648635.68,465550.78,229735864.71,20.5,187084.05,10,100,50,91.1,5.44,stable,Routine competition,,NO
1990-02-W2,16,5,3771022.1,477980.21,230213844.92,20.5,182431.78,10,100,50,91.2,5.44,stable,Routine competition,,NO
1990-02-W3,16,6,3958838.78,510874.46,230724719.38,20.5,188551.11,10,100,50,91.2,5.44,stable,Routine competition,,NO
1990-03-W1,16,7,4088664.71,535524.43,231260243.82,20.5,197941.94,10,100,50,91.5,5.43,stable,Routine competition,,NO
1990-03-W2,16,8,4144793.36,539835.08,231800078.9,20.5,204433.24,10,100,50,91.7,5.42,stable,Routine competition,,NO
1990-03-W3,16,9,4235107.16,543469.4,232343548.3,20.5,207239.67,10,100,50,91.8,5.41,stable,Routine competition,,NO
1990-04-W1,16,10,4397691.89,554972.05,232898520.35,20.5,211755.36,10,100,50,91.9,5.4,stable,Routine competition,,NO
1990-04-W2,16,11,4523849.58,584675.32,233483195.67,20.5,219884.59,10,100,50,92.1,5.39,stable,Routine competition,,NO
1990-04-W3,16,12,4686086.71,615212.38,234098408.05,20.5,226192.48,10,100,50,92.2,5.39,stable,Routine competition,,NO
1990-05-W1,16,13,4771792.89,650645.93,234749053.98,20.5,234304.34,10,100,50,92.5,5.38,stable,Routine competition,,NO
1990-05-W2,16,14,4875615.11,625020.08,235374074.06,20.5,238589.64,10,100,50,92.8,5.36,stable,Routine competition,,NO
1990-05-W3,16,15,4968846.7,636265.26,236010339.32,20.5,243780.76,10,100,50,92.8,5.36,stable,Routine competition,,NO
1990-06-W1,16,16,5149347.43,650316.81,236660656.13,20.5,248442.34,10,100,50,92.8,5.36,stable,Routine competition,,NO
1990-06-W2,16,17,5323548.15,708412.23,237369068.36,20.5,257467.37,10,100,50,93.0,5.35,stable,Routine competition,,NO
1990-06-W3,16,18,5298951.86,707084.15,238076152.5,20.5,266177.41,10,100,50,93.1,5.34,stable,Routine competition,,NO
1990-07-W1,16,19,5389892.38,719089.65,238795242.16,20.5,264947.59,10,100,50,93.4,5.33,stable,Routine competition,,NO
1990-07-W2,16,20,5524330.15,732629.34,239527871.5,20.5,269494.62,10,100,50,93.4,5.33,stable,Routine competition,,NO
1990-07-W3,16,21,5587457.58,768502.94,240296374.43,20.5,276216.51,10,100,50,93.7,5.32,stable,Routine competition,,NO
1990-08-W1,16,22,5506847.94,691972.53,240988346.97,20.5,279372.88,10,100,50,93.8,5.31,stable,Routine competition,,NO
1990-08-W2,16,23,5404405.91,708911.78,241697258.75,20.5,275342.4,10,100,50,93.9,5.31,stable,Routine competition,,NO
1990-08-W3,16,24,5349664.73,728341.09,242425599.83,20.5,270220.3,10,100,50,94.2,5.29,stable,Routine competition,,NO
1990-09-W1,16,25,5156261.94,669989.01,243095588.85,20.5,267483.24,10,100,50,94.4,5.28,stable,Routine competition,,NO
1990-09-W2,16,26,5068738.71,657846.02,243753434.87,20.5,257813.1,10,100,50,94.6,5.27,stable,Routine competition,,NO
1990-09-W3,16,27,4829989.09,628746.23,244382181.1,20.5,253436.94,10,100,50,94.8,5.26,stable,Routine competition,,NO
1990-10-W1,16,28,4788576.45,603224.11,244985405.21,20.5,241499.45,10,100,50,94.8,5.26,stable,Routine competition,,NO
1990-10-W2,16,29,4660937.36,619968.08,245605373.29,20.5,239428.82,10,100,50,95,5.25,stable,Routine competition,,NO
1990-10-W3,16,30,4635915.7,602411.47,246207784.77,20.5,233046.87,10,100,50,95,5.25,stable,Routine competition,,NO
1990-11-W1,16,31,4473085.36,575861.52,246783646.28,20.5,231795.79,10,100,50,95,5.25,stable,Routine competition,,NO
1990-11-W2,16,32,4369920.35,558739.13,247342385.41,20.5,223654.27,10,100,50,95,5.25,stable,Routine competition,,NO
1990-11-W3,16,33,4273189.2,538305.74,247880691.15,20.5,218496.02,10,100,50,95,5.25,stable,Routine competition,,NO
1990-12-W1,16,34,4293655.87,581669.18,248462360.34,20.5,213659.46,10,100,50,95,5.25,stable,Routine competition,,NO
1990-12-W2,16,35,4301723.27,556635.17,249018995.51,20.5,214682.79,10,100,50,95,5.25,stable,Routine competition,,NO
1990-12-W3,16,36,4253795.72,526315.04,249545310.55,20.5,215086.16,10,100,50,95,5.25,stable,Routine competition,,NO
1990-01-W1,17,1,4292729.37,586726.85,250132037.4,20.5,212689.79,10,100,50,95,5.25,stable,Routine competition,,NO
1991-01-W2,17,2,4256847.46,556257.52,250688294.91,20.5,214636.47,10,100,50,95,5.25,stable,Routine competition,,NO
1991-01-W3,17,3,4288815.59,570453.99,251258748.9,20.5,212842.37,10,100,50,95,5.25,stable,Routine competition,,NO
1991-02-W1,17,4,4406331.41,551525.09,251810273.99,20.5,214440.78,10,100,50,95,5.25,stable,Routine competition,,NO
1991-02-W2,17,5,4540861.8,600289.62,252410563.61,20.5,220316.57,10,100,50,95,5.25,stable,Routine competition,,NO
1991-02-W3,17,6,4638562.92,660351.02,253070914.63,20.5,227043.09,10,100,50,95,5.25,stable,Routine competition,,NO
1991-03-W1,17,7,4765560.44,607913.12,253678827.75,20.5,231928.15,10,100,50,95,5.25,stable,Routine competition,,NO
1991-03-W2,17,8,5045520.46,664322.7,254343150.45,20.5,238278.02,10,100,50,95,5.25,stable,Routine competition,,NO
1991-03-W3,17,9,5125897.49,688307.51,255031457.96,20.5,252276.02,10,100,50,95,5.25,stable,Routine competition,,NO
1991-04-W1,17,10,5293990.49,687558.71,255719016.67,20.5,256294.87,10,100,50,95,5.25,stable,Routine competition,,NO
1991-04-W2,17,11,5581187.36,765756.06,256484772.73,20.5,264699.52,10,100,50,95,5.25,stable,Routine competition,,NO
1991-04-W3,17,12,5696412.5,746117.4,257230890.13,20.5,279059.37,10,100,50,95,5.25,stable,Routine competition,,NO
1991-05-W1,17,13,5984022.95,790240.97,258021131.1,20.5,284820.62,10,100,50,95,5.25,stable,Routine competition,,NO
1991-05-W2,17,14,6095171.29,843150.43,258864281.52,20.5,299201.15,10,100,50,95,5.25,stable,Routine competition,,NO
1991-05-W3,17,15,6195132.56,831331.65,259695613.18,20.5,304758.56,10,100,50,95,5.25,stable,Routine competition,,NO
1991-06-W1,17,16,6338492.42,839435.42,260535048.6,20.5,309756.63,10,100,50,95,5.25,stable,Routine competition,,NO
1991-06-W2,17,17,6468257.56,800828.35,261335876.95,20.5,316924.62,10,100,50,95,5.25,stable,Routine competition,,NO
1991-06-W3,17,18,6403605.21,823248.6,262159125.56,20.5,323412.88,10,100,50,95,5.25,stable,Routine competition,,NO
1991-07-W1,17,19,6449194.29,859262.37,263018387.93,20.5,320180.26,10,100,50,95,5.25,stable,Routine competition,,NO
1991-07-W2,17,20,6702998.63,905697.43,263924085.36,20.5,322459.71,10,100,50,95,5.25,stable,Routine competition,,NO
1991-07-W3,17,21,6689344.53,867391.75,264791477.1,20.5,335149.93,10,100,50,95,5.25,stable,Routine competition,,NO
1991-08-W1,17,22,6628028.15,856067.65,265647544.75,20.5,334467.23,10,100,50,95,5.25,stable,Routine competition,,NO
1991-08-W2,17,23,6536786.01,825190.49,266472735.24,20.5,331401.41,10,100,50,95,5.25,stable,Routine competition,,NO
1991-08-W3,17,24,6250881.35,782815.33,267255550.56,20.5,326839.3,10,100,50,95,5.25,stable,M&A activity in sector,,NO
1991-09-W1,17,25,6209062.33,796261.88,268051812.44,20.5,312544.07,10,100,50,95,5.25,stable,Routine competition,,NO
1991-09-W2,17,26,6120739.71,775155.04,268826967.49,20.5,310453.12,10,100,50,95,5.25,stable,Routine competition,,NO
1991-09-W3,17,27,5955650.01,787089.34,269614056.83,20.5,306036.99,10,100,50,95,5.25,stable,Routine competition,,NO
1991-10-W1,17,28,5799425.64,762162.4,270376219.23,20.5,297782.5,10,100,50,95,5.25,stable,Routine competition,,NO
1991-10-W2,17,29,5628589.03,732416.26,271108635.48,20.5,289971.28,10,100,50,95,5.25,stable,Routine competition,,NO
1991-10-W3,17,30,5571071.57,687694.52,271796330.01,20.5,281429.45,10,100,50,95,5.25,stable,Routine competition,,NO
1991-11-W1,17,31,5404656.22,705182.66,272501512.66,20.5,278553.58,10,100,50,95,5.25,stable,Routine competition,,NO
1991-11-W2,17,32,5421672.2,693283.59,273194796.25,20.5,270232.81,10,100,50,95,5.25,stable,Routine competition,,NO
1991-11-W3,17,33,5445587.44,702026.53,273896822.77,20.5,271083.61,10,100,50,95,5.25,stable,Routine competition,,NO
1991-12-W1,17,34,5329526.07,683696.3,274580519.07,20.5,272279.37,10,100,50,95,5.25,stable,Routine competition,,NO
1991-12-W2,17,35,5257134.41,632541.38,275213060.45,20.5,266476.3,10,100,50,95,5.25,stable,Routine competition,,NO
1991-12-W3,17,36,5257270.41,682306.17,275895366.62,20.5,262856.72,10,100,50,95,5.25,stable,Routine competition,,NO
1991-01-W1,18,1,5283701.72,713594.56,276608961.18,20.5,262863.52,10,100,50,95,5.25,stable,Routine competition,,NO
1992-01-W2,18,2,5336280.86,753837.22,277362798.39,20.5,264185.09,10,100,50,95,5.25,stable,Routine competition,,NO
1992-01-W3,18,3,5369639.06,669782.56,278032580.96,20.5,266814.04,10,100,50,95,5.25,stable,Routine competition,,NO
1992-02-W1,18,4,5458447.42,719370.99,278751951.94,20.5,268481.95,10,100,50,95,5.25,stable,Routine competition,,NO
1992-02-W2,18,5,5491347.36,722997.14,279474949.08,20.5,272922.37,10,100,50,95,5.25,stable,Routine competition,,NO
1992-02-W3,18,6,5577340.78,743789.49,280218738.57,20.5,274567.37,10,100,50,95,5.25,stable,Routine competition,,NO
1992-03-W1,18,7,5734010.01,732518.72,280951257.29,20.5,278867.04,10,100,50,95,5.25,stable,Routine competition,,NO
1992-03-W2,18,8,5972856.3,783542.43,281734799.72,20.5,286700.5,10,100,50,95,5.25,stable,Routine competition,,NO
1992-03-W3,18,9,6177914.31,815333.07,282550132.79,20.5,298642.81,10,100,50,95,5.25,stable,Routine competition,,NO
1992-04-W1,18,10,6574128.37,857504.51,283407637.31,20.5,308895.72,10,100,50,95,5.25,stable,Routine competition,,NO
1992-04-W2,18,11,6693741.74,855135.73,284262773.04,20.5,328706.42,10,100,50,95,5.25,stable,Routine competition,,NO
1992-04-W3,18,12,6782135.48,901623.37,285164396.41,20.5,334687.09,10,100,50,95,5.25,stable,Routine competition,,NO
1992-05-W1,18,13,6955003.13,919296.91,286083693.32,20.5,339106.77,10,100,50,95,5.25,stable,Routine competition,,NO
1992-05-W2,18,14,7134313.73,931867.15,287015560.47,20.5,347750.16,10,100,50,95,5.25,stable,Routine competition,,NO
1992-05-W3,18,15,7233828.45,943962.4,287959522.87,20.5,356715.69,10,100,50,95,5.25,stable,Routine competition,,NO
1992-06-W1,18,16,7299451.24,952575.85,288912098.72,20.5,361691.42,10,100,50,95,5.25,stable,Routine competition,,NO
1992-06-W2,18,17,7370464.78,1000651.97,289912750.69,20.5,364972.56,10,100,50,95,5.25,stable,Routine competition,,NO
